"Property ID","Property Type","Full Address","Address 1","Address 2",City,ZIP,State,Status,Specialist,"Sale Date",Price,"Down 1","Better price","Down 2","Best price","Down 3","Monthly Lease",Beds,Baths,Sq.Ft,Lot,Garage,"Year Built","Property Shown",County,Subdivision,"Date Inspected",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
79018,Residential,"Address:
      
        3005 Schuller Rd
              
        Locality:
    
                     77093 TX
            United States","3005 Schuller Rd",,Houston,77093,TX,Available,,,"186,999","5,999","185,999","7,999","184,777",9999.00,1850,3,2,"1,064",3173,0.00,2005,✔,Harris,"Schuller Place",2023-06-01,29.820586,-95.340296,1,rooftop,3005,"Schuller Rd",,,Houston,TX,"Harris County",77093,US,"City of Houston"
164010,Residential,"Address:
      
        1602 Margaret St
              
        Locality:
    
                     77093 TX
            United States","1602 Margaret St",,Houston,77093,TX,Available,,,"189,900","6,000","188,900","7,999","187,500",9999.00,,3,1,"1,680",7500,0.00,1950,✔,Harris,"Sunnyland Farms",2023-09-12,29.864558,-95.361737,1,rooftop,1602,"Margaret St",,,Houston,TX,"Harris County",77093,US,"City of Houston"
197041,Residential,"Address:
      
        1530 Wellington St
              
        Locality:
    
                     77093 TX
            United States","1530 Wellington St",,Houston,77093,TX,Sold,"Martha L Cortes","Wednesday, March 01, 2023","179,999","6,999","178,999","7,999","177,777",9999.00,,2,1,744,0,2.00,1940,✔,Harris,"Wekkington Place",,29.857724,-95.360192,1,rooftop,1530,"Wellington St",,,Houston,TX,"Harris County",77093,US,"City of Houston"
135036,Residential,"Address:
      
        4225 Mohawk St
              
        Locality:
    
                     77093 TX
            United States","4225 Mohawk St",,Houston,77093,TX,"Sale Pending","Moises Molinari","Wednesday, August 23, 2023","199,999","5,999","198,999","7,999","197,999",9999.00,,3,1,920,6000,0.00,1955,✔,Harris,"Emerson Place",,29.878134,-95.324396,1,rooftop,4225,"Mohawk St",,,Houston,TX,"Harris County",77093,US,"City of Houston"
111016,Land,"Address:
      
        9140 Telge
                  AKA - LOT B
              
        Locality:
    
                     77095 TX
            United States","9140 Telge","AKA - LOT B",Houston,77095,TX,Available,,,"299,999","14,999","297,999","16,999","294,999",18999.00,,,,"38,700",,,,✔,Harris,"Aberdeen Business Park",2021-07-21,29.915384,-95.64793,1,rooftop,9140,"Telge Rd",,,Houston,TX,"Harris County",77095,US,"City of Houston"
165093,Residential,"Address:
      
        5566 BEECHNUT ST
              
        Locality:
    
                     77096 TX
            United States","5566 BEECHNUT ST",,Houston,77096,TX,Leased,,"Thursday, November 05, 2020","399,000","17,999","395,500","19,999","392,000",22999.00,$2599,3,2,"2,225",10794,2.00,1959,✔,Harris,MAPLEWOOD,2020-07-29,29.689322,-95.488286,1,rooftop,5566,"Beechnut St",,,Houston,TX,"Harris County",77096,US,"City of Houston"
89039,"Residential, Commercial","Address:
      
        2038 Norfolk St.
              
        Locality:
    
                     77098 TX
            United States","2038 Norfolk St.",,Houston,77098,TX,Available,,,"539,999","35,000","537,999","45,000",,,,5,3,"3,290",5125,,1935,✔,Harris,"Albermarle Place",2023-09-15,29.732822,-95.410218,1,rooftop,2038,"Norfolk St",,,Houston,TX,"Harris County",77098,US,"City of Houston"
204055,Residential,"Address:
      
        12483 S Dairy Ashford Rd
                  #2483 
              
        Locality:
    
                     77099 TX
            United States","12483 S Dairy Ashford Rd",#2483,Houston,77099,TX,Available,,,"184,999","4,500","183,999","6,500","182,999",9500.00,1649,2,2,"1,151",2805,2.00,1975,✔,Harris,"Huntington Village",2023-09-07,29.667064,-95.600712,1,range_interpolation,12483,"S Dairy Ashford Rd",,,Houston,TX,"Harris County",77099,US,"TIGER/Line® dataset from the US Census Bureau"
164014,Residential,"Address:
      
        12823 Dairy Brook Dr
              
        Locality:
    
                     77099 TX
            United States","12823 Dairy Brook Dr",,Houston,77099,TX,Available,,,"169,999","5,900","168,999","7,500","167,999",9500.00,$1699,3,1+,"1,477",3884,0.00,1975,✔,Harris,"BROOKFIELD SEC 1",2023-06-08,29.681514,-95.607385,1,rooftop,12823,"Dairy Brook Dr",,,Houston,TX,"Harris County",77099,US,"City of Houston"
135033,Residential,"Address:
      
        11111 Thinleaf Alder Way
              
        Locality:
    
                     77275 TX
            United States","11111 Thinleaf Alder Way",,Tomball,77275,TX,Available,,,"409,999","17,999","408,999","219,999","407,999",26999.00,$3850,4,3+,"2,850",7800,2.00,2018,✔,Harris,"Fairway Farms",2023-05-22,29.83399,-95.434241,0.5,place,,,,,Houston,TX,"Harris County",77275,US,"TIGER/Line® dataset from the US Census Bureau"
148051,Land,"Address:
      
        E Davis St & N 10th St
              
        Locality:
    
                     77301 TX
            United States","E Davis St & N 10th St",,Conroe,77301,TX,Available,,,"149,000","8,900","147,000","9,900","144,000",11900.00,,,,"12,600",,,,✔,Montgomery,,2023-04-24,30.314971,-95.445139,1,intersection,,"E Davis St",,,Conroe,TX,"Montgomery County",77301,US,"TIGER/Line® dataset from the US Census Bureau"
188014,Land,"Address:
      
        12814 Royal Creek Road
              
        Locality:
    
                     77301 TX
            United States","12814 Royal Creek Road",,Conroe,77301,TX,Available,,,"64,999","3,899","63,999","4,899",,,,,,"20,438",,,,✔,Montgomery,"Royal Forest 01",2023-02-25,30.423675,-95.405397,1,range_interpolation,12814,"Royal Creek Rd",,,Conroe,TX,"Montgomery County",77303,US,"TIGER/Line® dataset from the US Census Bureau"
44026,Land,"Address:
      
        712 Avenue I
              
        Locality:
    
                     77301 TX
            United States","712 Avenue I",,Conroe,77301,TX,Sold,"Valarie Armenta","Thursday, June 01, 2023","54,999","2,500","53,999","3,900",,,,,,"10,200",,,,✔,Montgomery,Baseke,2023-04-24,30.307984,-95.446145,1,rooftop,712,"Ave I",,,Conroe,TX,"Montgomery County",77301,US,Montgomery
205032,Residential,"Address:
      
        124 Maple St.
              
        Locality:
    
                     77301 TX
            United States","124 Maple St.",,Conroe,77301,TX,Leased,"John Moreno","Tuesday, November 15, 2022","244,999","11,999","243,999","13,999","242,999",16999.00,$1839,3,2,"1,828",,0.00,1970,✔,Montgomery,"Oak Hollow",2022-08-21,30.317976,-95.470646,1,rooftop,124,"Maple St",,,Conroe,TX,"Montgomery County",77301,US,Montgomery
202030,Residential,"Address:
      
        529 Brandon Rd
              
        Locality:
    
                     77302 TX
            United States","529 Brandon Rd",,Conroe,77302,TX,Leased,,"Monday, August 23, 2021","278,999","15,999","277,500","17,999","275,999",21999.00,$1999,4,3,"2,453",11051,2.00,1973,✔,Montgomery,,2021-07-30,30.246512,-95.444427,1,rooftop,529,"Brandon Rd",,,Conroe,TX,"Montgomery County",77302,US,Montgomery
197089,Residential,"Address:
      
        540 River Plantation Dr.
              
        Locality:
    
                     77302 TX
            United States","540 River Plantation Dr.",,Conroe,77302,TX,Sold,"Orion Rodriguez","Thursday, June 01, 2023","294,999","13,999","293,999","15,999","292,999",17999.00,,4,4+,"3,116",13642,2.00,1972,✔,Montgomery,"River Plantation 03",2023-04-12,30.251162,-95.445568,1,rooftop,540,"River Plantation Dr",,,Conroe,TX,"Montgomery County",77302,US,Montgomery
192090,Land,"Address:
      
         00 Royal Creek Road
                  BLOCK 44
              
        Locality:
    
                     77303 TX
            United States","00 Royal Creek Road","BLOCK 44",Conroe,77303,TX,Available,,,,,,,,,,,,,6828,,,✔,"Montgomery County","Royal Forest",2023-01-17,30.418449,-95.402408,0.7,street_center,,"Royal Creek Rd",,,Conroe,TX,"Montgomery County",77303,US,"TIGER/Line® dataset from the US Census Bureau"
192089,Land,"Address:
      
        0 Royal Creek Road
                  Lot 36-B BLOCK 45
              
        Locality:
    
                     77303 TX
            United States","0 Royal Creek Road","Lot 36-B BLOCK 45",Conroe,77303,TX,Available,,,,,,,,,,,,,32670,,,✔,Montgomery,"Royal Forest",2023-01-17,30.418449,-95.402408,0.7,street_center,,"Royal Creek Rd",,,Conroe,TX,"Montgomery County",77303,US,"TIGER/Line® dataset from the US Census Bureau"
192088,Land,"Address:
      
        0 Royal Estates Dr
                  LOT 704
              
        Locality:
    
                     77303 TX
            United States","0 Royal Estates Dr","LOT 704",Conroe,77303,TX,Available,,,,,,,,,,,,,119442,,,✔,Montgomery,"Royal Forest",2023-02-26,30.421013,-95.399591,0.7,street_center,,"Royal Estates Dr",,,Conroe,TX,"Montgomery County",77303,US,"TIGER/Line® dataset from the US Census Bureau"
192030,Land,"Address:
      
        0 FM 2854 Rd.
              
        Locality:
    
                     77304 TX
            United States","0 FM 2854 Rd.",,Conroe,77304,TX,Available,,,"127,999","5,999","126,999","6,999","125,500",8900.00,,,,,,,,✔,Montgomery,"CORNER MARY (TRACT 64)",2023-02-25,30.30915,-95.483367,0.7,street_center,,"Farm To Market Rd 2854",,,Conroe,TX,"Montgomery County",77304,US,"TIGER/Line® dataset from the US Census Bureau"
191038,Land,"Address:
      
        0 FM 1485
                  Tract 84-A
              
        Locality:
    
                     77306 TX
            United States","0 FM 1485","Tract 84-A",Conroe,77306,TX,Available,,,"144,999","3,999","143,999","4,999","142,999",6500.00,899,,,"29,664",29664,,,✔,Montgomery,"Prewett Beasley",2023-04-25,30.275467,-95.322281,0.7,street_center,,"Farm To Market Rd 1485",,,Conroe,TX,"Montgomery County",77306,US,"TIGER/Line® dataset from the US Census Bureau"
202029,Residential,"Address:
      
        19761 HARRIS LN. 
              
        Locality:
    
                     77316 TX
            United States","19761 HARRIS LN.",,Montgomery,77316,TX,Available,,,"129,999","2,999","128,777","4,999","127,555",6999.00,,3,1,992,34412,0.00,1980,✔,Montgomery,,2023-03-10,30.320331,-95.671598,1,rooftop,19761,"Harris Ln",,,Montgomery,TX,"Montgomery County",77316,US,Montgomery
172037,Land,"Address:
      
        0 HWY 30 WEST
                  Tract 2
              
        Locality:
    
                     77320 TX
            United States","0 HWY 30 WEST","Tract 2",Huntsville,77320,TX,Available,,"Tuesday, February 04, 2020","309,999","15,950","306,999","18,988","302,999",24988.00,,,,"261,360",,,,✔,Walker,,2023-02-27,30.846986,-95.597029,0.5,place,,,,,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
174136,Land,"Address:
      
        0 Lakeland Rd Lot 13-15
              
        Locality:
    
                     77320 TX
            United States","0 Lakeland Rd Lot 13-15",,Huntsville,77320,TX,Available,,,,,,,,,,,,,23780,,,✔,Walker,"Riverside Lakeland",,30.842088,-95.380621,0.7,street_center,,"Lakeland Rd",Lot,13-15,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
67044,Residential,"Address:
      
        7 Charlotte St
              
        Locality:
    
                     77320 TX
            United States","7 Charlotte St",,Huntsville,77320,TX,Available,,,"119,999","2,999","118,999","3,999","117,500",5999.00,,3,2,"1,216",13548,0.00,2001,✔,Walker,"River Harbor",2023-05-20,30.87632,-95.441079,1,rooftop,7,"Charlotte St",,,Huntsville,TX,"Walker County",77320,US,"CC 0 Texas Natural Resources Information System"
67040,Land,"Address:
      
        0 Fishermans Trail
                  Lot 412
              
        Locality:
    
                     77320 TX
            United States","0 Fishermans Trail","Lot 412",Huntsville,77320,TX,Available,,,"29,999","1,495","28,777","2,950","27,777",3600.00,,,,"15,908",,,,✔,Walker,"Harmon Creek Ridge",2023-03-27,30.853075,-95.443102,0.7,street_center,,"Fishermans Trl",,,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
196083,Residential,"Address:
      
        106 Brittany Ln
              
        Locality:
    
                     77320 TX
            United States","106 Brittany Ln",,Huntsville,77320,TX,Available,,,"243,999","7,500","242,999","8,999","241,999",10999.00,,3,2,"1,590",9490,2.00,1980,✔,Walker,"Forest Hills",,30.730313,-95.576457,1,rooftop,106,"Brittany Ln",,,Huntsville,TX,"Walker County",77320,US,"CC 0 Texas Natural Resources Information System"
67041,Land,"Address:
      
        0 Fishermans Trail 
                  Lot 413
              
        Locality:
    
                     77320 TX
            United States","0 Fishermans Trail","Lot 413",Huntsville,77320,TX,Available,,,"29,999","1,495","28,777","2,590","27,777",3600.00,,,,"14,832",,,,✔,Walker,"Harmon Creek Ridge",2023-03-27,30.853075,-95.443102,0.7,street_center,,"Fishermans Trl",,,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
197024,Residential,"Address:
      
        511 Julia St
              
        Locality:
    
                     77320 TX
            United States","511 Julia St",,Huntsville,77320,TX,Available,,,"104,999","3,000","103,999","4,999","102,999",6999.00,,1,1,640,10890,0.00,,✔,Walker,Eastham,2023-05-20,30.731361,-95.56145,1,range_interpolation,511,"Julia St",,,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
201099,Residential,"Address:
      
        3 John Kay
              
        Locality:
    
                     77320 TX
            United States","3 John Kay",,Huntsville,77320,TX,Available,,,"249,999","9,999","248,777","11,999","247,500",15999.00,$1895,3,2,"1,240",31450,,,✔,Walker,,2023-05-20,30.794233,-95.564103,1,rooftop,3,"John Kay Rd",,,Huntsville,TX,"Walker County",77320,US,"CC 0 Texas Natural Resources Information System"
189017,Residential,"Address:
      
        42 Caney Creek DR
              
        Locality:
    
                     77320 TX
            United States","42 Caney Creek DR",,Huntsville,77320,TX,Available,,,"52,999","1,999","51,500","3,999",,,,1,1,,20370,0.00,,✔,Walker,"Harmon Creek Ridge",2023-03-27,30.852605,-95.440404,1,range_interpolation,42,"Caney Creek Dr",,,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
189018,Land,"Address:
      
        0 FM 980 Lot 12
              
        Locality:
    
                     77320 TX
            United States","0 FM 980 Lot 12",,Huntsville,77320,TX,Available,,"Wednesday, June 03, 2020","69,999","3,499","67,777","4,499","65,777",5499.00,,,,"80,498",,,,✔,Walker,"Carolina Creek Estates",2023-02-27,30.842696,-95.396788,0.7,street_center,,"Farm To Market Rd 980",Lot,,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
201029,Residential,"Address:
      
        21 Pine Lake Ln
              
        Locality:
    
                     77320 TX
            United States","21 Pine Lake Ln",,Huntsville,77320,TX,Available,,,"192,999","8,999","191,999","10,999","189,999",12999.00,$1769,3,2,"1,651",10271,2.00,1980,✔,Walker,,2023-03-10,30.846876,-95.385167,1,rooftop,21,"Pine Lake Ln",,,Huntsville,TX,"Walker County",77320,US,"CC 0 Texas Natural Resources Information System"
189016,Land,"Address:
      
        0 Meadowlink Lot 9B
              
        Locality:
    
                     77320 TX
            United States","0 Meadowlink Lot 9B",,Huntsville,77320,TX,Available,,"Wednesday, June 03, 2020","136,999","6,900","134,999","7,999","132,999",9999.00,,,,"273,979",,,,✔,Walker,"Meadowlink Estates",2023-05-20,30.846986,-95.597029,0.5,place,,,,,Huntsville,TX,"Walker County",77320,US,"TIGER/Line® dataset from the US Census Bureau"
189015,Land,"Address:
      
        28 Shannon St
              
        Locality:
    
                     77320 TX
            United States","28 Shannon St",,Huntsville,77320,TX,Available,,,"54,999","2,499","54,555","3,499","53,444",4999.00,,,,,,,,✔,Walker,"Riverside Harbor",2023-05-20,30.872637,-95.439335,1,rooftop,28,"Shannon St",,,Huntsville,TX,"Walker County",77320,US,"CC 0 Texas Natural Resources Information System"
202039,Residential,"Address:
      
        251 Fisherman's Trail
              
        Locality:
    
                     77320 TX
            United States","251 Fisherman's Trail",,Huntsville,77320,TX,Available,,"Friday, September 24, 2021","45,999",999,"44,999","2,500","43,999",4500.00,,,,640,,,,✔,Walker,"HARMON CREEK RIDGE",2023-03-27,30.860186,-95.441395,0.8,nearest_rooftop_match,249,"Fishermans Trl",,,Huntsville,TX,"Walker County",77320,US,"CC 0 Texas Natural Resources Information System"
194049,Residential,"Address:
      
        5003 Old Colony Rd
              
        Locality:
    
                     77320 TX
            United States","5003 Old Colony Rd",,Huntsville,77320,TX,Available,,,"246,999","8,999","245,999","11,999","244,999",14999.00,$1999,3,2,"1,525",86750,0.00,1992,✔,Walker,"STRANGE J (A-530)",2023-05-23,30.725769,-95.513211,1,rooftop,5003,"Old Colony Rd",,,Huntsville,TX,"Walker County",77320,US,"CC 0 Texas Natural Resources Information System"
176003,Residential,"Address:
      
        201 Ferguson Dr
              
        Locality:
    
                     77327 TX
            United States","201 Ferguson Dr",,Cleveland,77327,TX,Available,,"Wednesday, May 17, 2023","189,999","6,999","188,999","8,999","187,500",10999.00,,3,2,,16107,,1987,✔,Liberty,"Cypress Lakes",2023-06-03,30.297147,-94.81,1,rooftop,201,"Fergusen Dr",,,Cleveland,TX,"Liberty County",77327,US,Libery
,Land,"Address:
      
        0 Boron Dr Lot 322
              
        Locality:
    
                     77327 TX
            United States","0 Boron Dr Lot 322",,Cleveland,77327,TX,Available,,,"19,999",499,,,,,,,,,,,,✔,Liberty,"Cypress Lakes",,30.343114,-94.978471,0.5,place,,,,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
176009,Residential,"Address:
      
        52 Unruh Dr
              
        Locality:
    
                     77327 TX
            United States","52 Unruh Dr",,Cleveland,77327,TX,Available,,"Thursday, March 12, 2020","112,999","3,000","111,777","4,500","110,500",6500.00,$1099,1,1,,,0.00,,✔,Liberty,"Cypress Lakes",2023-06-03,30.292359,-94.812989,1,rooftop,52,"Unruh Dr",,,Cleveland,TX,"Liberty County",77327,US,"CC 0 Texas Natural Resources Information System"
189002,Residential,"Address:
      
        475 County Road 2557
              
        Locality:
    
                     77327 TX
            United States","475 County Road 2557",,Cleveland,77327,TX,Available,,,"59,999","2,300","57,999","3,999",,,,2,1,748,10846,0.00,,✔,Liberty,"Old Snake River Lake Estates",2023-05-20,30.334123,-94.770484,1,rooftop,475,"County Rd 2557",,,Cleveland,TX,"Liberty County",77327,US,Libery
,Land,"Address:
      
        0 Boron Dr Lot 375
              
        Locality:
    
                     77327 TX
            United States","0 Boron Dr Lot 375",,Cleveland,77327,TX,Available,,,"19,999",499,,,,,,,,,,,,✔,Liberty,"Cypress Lakes",,30.343114,-94.978471,0.5,place,,,,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
183128,Residential,"Address:
      
        66 Sean Ct
              
        Locality:
    
                     77327 TX
            United States","66 Sean Ct",,Cleveland,77327,TX,Available,,"Thursday, March 12, 2020","109,999","4,999","108,500","6,999","106,999",8999.00,$959,1,1,,9344,0.00,,✔,Liberty,"Cypress Lakes",2023-06-03,30.286373,-94.808844,1,rooftop,66,"Sean Ct",,,Cleveland,TX,"Liberty County",77327,US,"CC 0 Texas Natural Resources Information System"
184031,Residential,"Address:
      
        5420 Cypress Lake Cir
              
        Locality:
    
                     77327 TX
            United States","5420 Cypress Lake Cir",,Cleveland,77327,TX,Leased,"Evelyn Pacheco","Thursday, July 13, 2023","209,999","7,999","208,999","8,999","207,999",10999.00,1699,,,,,,2022,✔,Liberty,,2023-06-09,30.29065,-94.825018,1,rooftop,5420,"Cypress Lakes Cir",,,Cleveland,TX,"Liberty County",77327,US,"CC 0 Texas Natural Resources Information System"
171082,Land,"Address:
      
        0 County Road 3490
                  Lots 2 & 3
              
        Locality:
    
                     77327 TX
            United States","0 County Road 3490","Lots 2 & 3","Plum Grove",77327,TX,Available,,,,,,,,,,,,"20,647",,,,✔,Liberty,"Riverside Plaza",2019-04-05,30.214658,-95.094931,0.4,place,,,,,"Plum Grove",TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
,Land,"Address:
      
        0 Boron Dr Lot 320
              
        Locality:
    
                     77327 TX
            United States","0 Boron Dr Lot 320",,Cleveland,77327,TX,Available,,,"25,900",750,,,,,,,,,,,,✔,Liberty,"Cypress Lakes",,30.343114,-94.978471,0.5,place,,,,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
186016,Residential,"Address:
      
        62 Laurel Court
              
        Locality:
    
                     77327 TX
            United States","62 Laurel Court",,Cleveland,77327,TX,"Sale Pending","Evelyn Pacheco","Friday, September 08, 2023","137,999","5,999","136,999","6,999","135,999",8500.00,$1299,2,1,"1,080",,1.00,1987,✔,Liberty,"Cypress Lakes",2023-06-03,30.284023,-94.833012,1,rooftop,62,"Laurel Ct",,,Cleveland,TX,"Liberty County",77327,US,Libery
201009,Residential,"Address:
      
        908 Lamar St
              
        Locality:
    
                     77327 TX
            United States","908 Lamar St",,Cleveland,77327,TX,Sold,"Gabriela Espinoza","Thursday, March 02, 2023","125,999","5,550","124,999","6,999","123,500",8999.00,,4,2,"1,441",,,1985,✔,Liberty,,2022-11-20,30.349445,-95.078017,1,rooftop,908,"Lamar St",,,Cleveland,TX,"Liberty County",77327,US,Libery
,Land,"Address:
      
        0 Boron Dr Lot 321
              
        Locality:
    
                     77327 TX
            United States","0 Boron Dr Lot 321",,Cleveland,77327,TX,Available,,,"25,900",750,,,,,,,,,,,,✔,Liberty,"Cypress Lakes",,30.343114,-94.978471,0.5,place,,,,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
201080,Residential,"Address:
      
        159 CR 7000
              
        Locality:
    
                     77327 TX
            United States","159 CR 7000",,Cleveland,77327,TX,Sold,"Moises Molinari","Friday, September 01, 2023","89,999","1,999","88,500","4,000","87,500",6500.00,,,,800,,,2019,✔,Liberty,"Villa Nueva",2023-09-09,30.296805,-94.817439,0.7,nearest_rooftop_match,165,"Sour Lake Cir",,7000,Cleveland,TX,"Liberty County",77327,US,Libery
,Land,"Address:
      
        0 Hunter Lot 360 Unit 2
              
        Locality:
    
                     77327 TX
            United States","0 Hunter Lot 360 Unit 2",,Cleveland,77327,TX,Available,,,,,,,,,,,,"10,313",,,,✔,Liberty,"Cypress Lakes",2020-01-31,30.343114,-94.978471,0.5,place,,,,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
196065,Land,"Address:
      
        0 County Road 2870
                  Lot 43 
              
        Locality:
    
                     77327 TX
            United States","0 County Road 2870","Lot 43",Cleveland,77327,TX,Available,,,,,,,,,,,,,10454,,,✔,Liberty,"HORSESHOE LAKES",,30.460477,-94.8628,1,street_center,,"County Rd 2870",,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
196095,Residential,"Address:
      
        1303 N Mason Ave
              
        Locality:
    
                     77327 TX
            United States","1303 N Mason Ave",,Cleveland,77327,TX,Available,,,,,,,,,,,,999,9375,0.00,1977,✔,Liberty,"ROBINSON SPRINGER-CLEV",,30.354372,-95.084686,1,rooftop,1303,"N Mason Ave",,,Cleveland,TX,"Liberty County",77327,US,Libery
,Land,"Address:
      
        0 Brown DR Lot 163
              
        Locality:
    
                     77327 TX
            United States","0 Brown DR Lot 163",,Cleveland,77327,TX,Available,,"Thursday, January 30, 2020","13,999",499,,,,,,,,"11,047",,,,✔,Liberty,"Cypress Lakes",2020-01-30,30.343114,-94.978471,0.5,place,,,,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
196066,Land,"Address:
      
        0 County Road 2870
                  Lot 46
              
        Locality:
    
                     77327 TX
            United States","0 County Road 2870","Lot 46",Cleveland,77327,TX,Available,,,,,,,,,,,,,9496,,,✔,Liberty,"HORSESHOE LAKES",,30.460477,-94.8628,1,street_center,,"County Rd 2870",,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
199024,Residential,"Address:
      
        239 County Road 2220
              
        Locality:
    
                     77327 TX
            United States","239 County Road 2220",,Cleveland,77327,TX,Available,,,"114,999","2,500","113,999","3,999","112,999",5999.00,,2,1+,840,,,1980,✔,Liberty,"Oak Shadows",2023-05-27,30.36443,-94.947946,1,rooftop,239,"County Rd 2220",,,Cleveland,TX,"Liberty County",77327,US,"CC 0 Texas Natural Resources Information System"
201013,Land,"Address:
      
        200 Orange St
              
        Locality:
    
                     77327 TX
            United States","200 Orange St",,Cleveland,77327,TX,Available,,,"49,999",499,"48,999","1,499","47,777",3500.00,,,,"5,000",5000,,,✔,Liberty,Northside,2023-09-15,30.359613,-95.080337,1,rooftop,200,"Orange St",,,Cleveland,TX,"Liberty County",77327,US,Libery
,Land,"Address:
      
        0 Walker Lot 460
              
        Locality:
    
                     77327 TX
            United States","0 Walker Lot 460",,Cleveland,77327,TX,Available,,"Tuesday, September 14, 2021","13,999",499,,,,,,,,"9,870",,,,✔,Liberty,"Cypress Lakes",2020-01-30,30.343114,-94.978471,0.5,place,,,,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
194074,Land,"Address:
      
        500 County Road 320
              
        Locality:
    
                     77327 TX
            United States","500 County Road 320",,Cleveland,77327,TX,Unavailable,,"Friday, August 05, 2022",,,,,,,,,,,,,,✔,Liberty,,2023-05-06,30.320115,-95.095086,1,rooftop,500,"County Rd 320",,,Cleveland,TX,"Liberty County",77327,US,"Statewide Partial"
,Land,"Address:
      
        45 Lake Court
              
        Locality:
    
                     77327 TX
            United States","45 Lake Court",,Cleveland,77327,TX,Available,,,"119,900","4,900","117,900","5,900","116,900",6900.00,,,,,,,,✔,Liberty,"Cypress Lakes",2020-08-14,30.287712,-94.814173,1,rooftop,45,"Lake Ct",,,Cleveland,TX,"Liberty County",77327,US,Libery
199023,Residential,"Address:
      
        197 CR 2557
              
        Locality:
    
                     77327 TX
            United States","197 CR 2557",,Cleveland,77327,TX,Available,,,"83,999","2,900","82,500","4,500","81,500",5900.00,,2,1,,,,,✔,Liberty,,2023-09-07,30.332019,-94.766347,1,rooftop,197,"County Rd 2557",,,Cleveland,TX,"Liberty County",77327,US,"CC 0 Texas Natural Resources Information System"
,Land,"Address:
      
        0 Cypress Lakes Cir Lot 541
              
        Locality:
    
                     77327 TX
            United States","0 Cypress Lakes Cir Lot 541",,Cleveland,77327,TX,Available,,,"13,999",499,,,,,,,,"9,864",,,,✔,Liberty,"Cypress Lakes",2020-01-30,30.289654,-94.824098,0.7,street_center,,"Cypress Lakes Cir",Lot,541,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
176007,Land,"Address:
      
        0 Ferguson DR Lot 32
              
        Locality:
    
                     77327 TX
            United States","0 Ferguson DR Lot 32",,Cleveland,77327,TX,Available,,"Monday, February 17, 2020",,,,,,,,,,"14,907",,,,✔,Liberty,"Cypress Lakes",2020-02-17,30.29842,-94.810424,0.7,street_center,,"Ferguson Dr",Lot,32,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
195073,Residential,"Address:
      
        128 CR 3310 C
              
        Locality:
    
                     77327 TX
            United States","128 CR 3310 C",,Cleveland,77327,TX,Sold,"Evelyn Pacheco","Thursday, June 01, 2023","159,999","5,999","158,999","6,999","157,777",8999.00,,3,2,"1,368",32582,0.00,207,✔,Liberty,"Hunters Creek",2023-05-06,30.289836,-95.076493,0.84,nearest_rooftop_match,150,"County Rd 3310",,,Cleveland,TX,"Liberty County",77327,US,"CC 0 Texas Natural Resources Information System"
,Land,"Address:
      
        141 Sour Lake Rd
              
        Locality:
    
                     77327 TX
            United States","141 Sour Lake Rd",,Cleveland,77327,TX,Available,,,"67,999","4,079",,,,,$725,,,"10,038",,,,✔,Liberty,"Cypress Lakes",2020-08-25,30.300007,-94.818073,0.9,range_interpolation,141,"Sour Lake Rd",,,Cleveland,TX,"Liberty County",77327,US,"TIGER/Line® dataset from the US Census Bureau"
